0.80000000	0.00000000
0.79996916	0.00769520
0.79987664	0.01538981
0.79972244	0.02308323
0.79950660	0.03077487
0.79922914	0.03846414
0.79889008	0.04615044
0.79848948	0.05383319
0.79802738	0.06151179
0.79750383	0.06918566
0.79691892	0.07685420
0.79627269	0.08451683
0.79556524	0.09217297
0.79479665	0.09982202
0.79396702	0.10746340
0.79307644	0.11509653
0.79212503	0.12272083
0.79111290	0.13033573
0.79004018	0.13794065
0.78890699	0.14553501
0.78771348	0.15311824
0.78645979	0.16068977
0.78514607	0.16824903
0.78377248	0.17579547
0.78233918	0.18332852
0.78084635	0.19084761
0.77929418	0.19835220
0.77768284	0.20584174
0.77601252	0.21331566
0.77428344	0.22077343
0.77249579	0.22821449
0.77064979	0.23563833
0.76874566	0.24304438
0.76678362	0.25043213
0.76476391	0.25780104
0.76268676	0.26515059
0.76055242	0.27248026
0.75836113	0.27978953
0.75611317	0.28707788
0.75380877	0.29434481
0.75144823	0.30158982
0.74903180	0.30881240
0.74655977	0.31601205
0.74403242	0.32318829
0.74145005	0.33034062
0.73881295	0.33746858
0.73612141	0.34457167
0.73337575	0.35164942
0.73057628	0.35870138
0.72772331	0.36572706
0.72481716	0.37272602
0.72185816	0.37969781
0.71884664	0.38664197
0.71578294	0.39355806
0.71266739	0.40044564
0.70950033	0.40730428
0.70628212	0.41413356
0.70301311	0.42093305
0.69969365	0.42770233
0.69632410	0.43444100
0.69290483	0.44114864
0.68943620	0.44782487
0.68591859	0.45446927
0.68235237	0.46108147
0.67873792	0.46766107
0.67507562	0.47420771
0.67136585	0.48072101
0.66760901	0.48720060
0.66380548	0.49364611
0.65995566	0.50005721
0.65605995	0.50643352
0.65211873	0.51277472
0.64813243	0.51908046
0.64410143	0.52535041
0.64002616	0.53158425
0.63590701	0.53778164
0.63174440	0.54394228
0.62753874	0.55006586
0.62329045	0.55615206
0.61899995	0.56220060
0.61466765	0.56821119
0.61029398	0.57418352
0.60587936	0.58011733
0.60142421	0.58601234
0.59692897	0.59186827
0.59239405	0.59768487
0.58781989	0.60346188
0.58320691	0.60919903
0.57855555	0.61489610
0.57386623	0.62055283
0.56913940	0.62616898
0.56437549	0.63174434
0.55957492	0.63727867
0.55473813	0.64277176
0.54986557	0.64822339
0.54495766	0.65363335
0.54001485	0.65900145
0.53503756	0.66432748
0.53002624	0.66961125
0.52498132	0.67485258
0.51990325	0.68005128
0.51479245	0.68520718
0.50964937	0.69032012
0.50447444	0.69538991
0.49926811	0.70041641
0.49403080	0.70539946
0.48876295	0.71033891
0.48346501	0.71523462
0.47813740	0.72008644
0.47278056	0.72489424
0.46739493	0.72965790
0.46198094	0.73437728
0.45653902	0.73905227
0.45106960	0.74368275
0.44557313	0.74826862
0.44005002	0.75280976
0.43450071	0.75730607
0.42892563	0.76175747
0.42332521	0.76616386
0.41769986	0.77052515
0.41205003	0.77484126
0.40637612	0.77911211
0.40067857	0.78333763
0.39495780	0.78751775
0.38921423	0.79165240
0.38344827	0.79574153
0.37766035	0.79978508
0.37185088	0.80378300
0.36602028	0.80773523
0.36016896	0.81164174
0.35429732	0.81550248
0.34840579	0.81931742
0.34249477	0.82308653
0.33656467	0.82680978
0.33061589	0.83048715
0.32464883	0.83411861
0.31866390	0.83770415
0.31266150	0.84124376
0.30664202	0.84473742
0.30060586	0.84818513
0.29455341	0.85158690
0.28848508	0.85494271
0.28240123	0.85825258
0.27630228	0.86151651
0.27018859	0.86473452
0.26406056	0.86790661
0.25791856	0.87103282
0.25176298	0.87411315
0.24559420	0.87714764
0.23941259	0.88013630
0.23321852	0.88307918
0.22701237	0.88597631
0.22079451	0.88882771
0.21456529	0.89163344
0.20832510	0.89439353
0.20207428	0.89710803
0.19581321	0.89977699
0.18954223	0.90240045
0.18326171	0.90497847
0.17697200	0.90751111
0.17067346	0.90999843
0.16436642	0.91244048
0.15805124	0.91483733
0.15172826	0.91718904
0.14539782	0.91949569
0.13906027	0.92175735
0.13271595	0.92397408
0.12636518	0.92614596
0.12000830	0.92827307
0.11364564	0.93035550
0.10727754	0.93239331
0.10090431	0.93438661
0.09452629	0.93633546
0.08814378	0.93823997
0.08175712	0.94010021
0.07536662	0.94191629
0.06897258	0.94368830
0.06257534	0.94541632
0.05617519	0.94710047
0.04977244	0.94874084
0.04336741	0.95033753
0.03696038	0.95189064
0.03055167	0.95340028
0.02414156	0.95486656
0.01773036	0.95628957
0.01131836	0.95766945
0.00490586	0.95900628
-0.00150687	0.96030019
-0.00791953	0.96155129
-0.01433184	0.96275970
-0.02074351	0.96392553
-0.02715428	0.96504890
-0.03356385	0.96612993
-0.03997195	0.96716875
-0.04637831	0.96816546
-0.05278267	0.96912021
-0.05918474	0.97003310
-0.06558427	0.97090428
-0.07198099	0.97173386
-0.07837464	0.97252197
-0.08476496	0.97326874
-0.09115169	0.97397431
-0.09753457	0.97463881
-0.10391336	0.97526236
-0.11028780	0.97584510
-0.11665764	0.97638716
-0.12302264	0.97688869
-0.12938255	0.97734981
-0.13573713	0.97777066
-0.14208614	0.97815139
-0.14842934	0.97849213
-0.15476650	0.97879302
-0.16109738	0.97905420
-0.16742175	0.97927581
-0.17373937	0.97945800
-0.18005003	0.97960090
-0.18635350	0.97970466
-0.19264955	0.97976943
-0.19893796	0.97979534
-0.20521851	0.97978256
-0.21149098	0.97973121
-0.21775517	0.97964145
-0.22401084	0.97951342
-0.23025780	0.97934728
-0.23649584	0.97914316
-0.24272473	0.97890123
-0.24894429	0.97862162
-0.25515431	0.97830449
-0.26135457	0.97794999
-0.26754489	0.97755827
-0.27372506	0.97712948
-0.27989490	0.97666378
-0.28605419	0.97616130
-0.29220276	0.97562221
-0.29834040	0.97504666
-0.30446694	0.97443481
-0.31058218	0.97378679
-0.31668594	0.97310278
-0.32277803	0.97238291
-0.32885827	0.97162736
-0.33492649	0.97083626
-0.34098249	0.97000978
-0.34702612	0.96914807
-0.35305718	0.96825129
-0.35907551	0.96731959
-0.36508094	0.96635312
-0.37107329	0.96535204
-0.37705241	0.96431652
-0.38301811	0.96324670
-0.38897023	0.96214273
-0.39490862	0.96100479
-0.40083311	0.95983302
-0.40674353	0.95862757
-0.41263974	0.95738862
-0.41852157	0.95611631
-0.42438886	0.95481079
-0.43024148	0.95347224
-0.43607925	0.95210080
-0.44190203	0.95069662
-0.44770967	0.94925988
-0.45350202	0.94779072
-0.45927894	0.94628931
-0.46504028	0.94475579
-0.47078589	0.94319033
-0.47651564	0.94159308
-0.48222938	0.93996421
-0.48792698	0.93830386
-0.49360829	0.93661220
-0.49927318	0.93488937
-0.50492151	0.93313555
-0.51055316	0.93135088
-0.51616798	0.92953553
-0.52176585	0.92768964
-0.52734664	0.92581338
-0.53291021	0.92390690
-0.53845644	0.92197036
-0.54398521	0.92000392
-0.54949639	0.91800772
-0.55498986	0.91598194
-0.56046549	0.91392672
-0.56592316	0.91184222
-0.57136276	0.90972859
-0.57678417	0.90758600
-0.58218727	0.90541459
-0.58757193	0.90321452
-0.59293806	0.90098596
-0.59828553	0.89872904
-0.60361423	0.89644393
-0.60892406	0.89413079
-0.61421489	0.89178976
-0.61948663	0.88942101
-0.62473917	0.88702468
-0.62997239	0.88460093
-0.63518619	0.88214991
-0.64038047	0.87967178
-0.64555512	0.87716669
-0.65071005	0.87463480
-0.65584515	0.87207625
-0.66096032	0.86949121
-0.66605546	0.86687981
-0.67113048	0.86424223
-0.67618527	0.86157860
-0.68121975	0.85888908
-0.68623381	0.85617382
-0.69122736	0.85343298
-0.69620031	0.85066670
-0.70115257	0.84787514
-0.70608405	0.84505845
-0.71099465	0.84221677
-0.71588429	0.83935026
-0.72075288	0.83645907
-0.72560033	0.83354335
-0.73042656	0.83060325
-0.73523148	0.82763891
-0.74001501	0.82465050
-0.74477705	0.82163815
-0.74951754	0.81860201
-0.75423639	0.81554224
-0.75893351	0.81245898
-0.76360883	0.80935238
-0.76826228	0.80622259
-0.77289376	0.80306976
-0.77750320	0.79989402
-0.78209054	0.79669554
-0.78665568	0.79347445
-0.79119856	0.79023091
-0.79571910	0.78696506
-0.80021723	0.78367704
-0.80469288	0.78036700
-0.80914597	0.77703509
-0.81357644	0.77368146
-0.81798421	0.77030624
-0.82236921	0.76690958
-0.82673139	0.76349162
-0.83107066	0.76005252
-0.83538696	0.75659241
-0.83968022	0.75311144
-0.84395039	0.74960975
-0.84819739	0.74608749
-0.85242116	0.74254479
-0.85662164	0.73898180
-0.86079877	0.73539866
-0.86495247	0.73179552
-0.86908270	0.72817251
-0.87318939	0.72452978
-0.87727248	0.72086747
-0.88133191	0.71718572
-0.88536763	0.71348467
-0.88937957	0.70976446
-0.89336767	0.70602523
-0.89733189	0.70226712
-0.90127217	0.69849027
-0.90518844	0.69469482
-0.90908066	0.69088091
-0.91294877	0.68704868
-0.91679272	0.68319826
-0.92061246	0.67932980
-0.92440792	0.67544344
-0.92817907	0.67153930
-0.93192585	0.66761753
-0.93564821	0.66367827
-0.93934610	0.65972165
-0.94301947	0.65574781
-0.94666827	0.65175688
-0.95029245	0.64774901
-0.95389198	0.64372433
-0.95746679	0.63968297
-0.96101684	0.63562507
-0.96454209	0.63155077
-0.96804250	0.62746019
-0.97151801	0.62335349
-0.97496858	0.61923078
-0.97839417	0.61509220
-0.98179474	0.61093789
-0.98517024	0.60676799
-0.98852063	0.60258262
-0.99184587	0.59838191
